doi,Electrical resistivity (Ωcm),Seebeck coefficient (μCV/K),ZT (thermoelectric figure of merit) ,formula,synthesis,form,temperature,Thermal conductivity (W/mK),Average atomic mass (g/mol),Scarcity (wt fraction/abundance),HHIP (Herfindahl?Hirschman Index for elemental production),HHIR (Herfindahl?Hirschman Index for elemental reserves),Unit cell volume (Å³),Average atomic volume (Å³),Atoms per unit cell,Electrical conductivity (Ω⁻¹ cm⁻¹),Power Factor (W/(K²m)),S² (μV/K)²,Electronic fraction of thermal conductivity (ϰₑ/ϰ)
10.1021/nl202439h,0.297,-210,0.00446,Zn0.9975Al0.0025O1,"microwave solvothermal, air",polycrystalline,300,2.78,40.64,10770,1363,1620,47.62,11.905,4,3.37,1.49E-05,44100,0.000887
10.1021/nl202439h,0.195,-220,0.00995,Zn0.9975Al0.0025O1,"microwave solvothermal, air",polycrystalline,400,2.687,40.64,10770,1363,1620,47.62,11.905,4,5.14,2.49E-05,48400,0.00187
10.1021/nl202439h,0.065,-268,0.08,Zn0.9975Al0.0025O1,"microwave solvothermal, air",polycrystalline,700,2.283,40.64,10770,1363,1620,47.62,11.905,4,15.3,0.00011,71800,0.011
10.1021/nl202439h,0.012,-316,0.81,Zn0.9975Al0.0025O1,"microwave solvothermal, air",polycrystalline,1000,1.909,40.64,10770,1363,1620,47.62,11.905,4,81.5,0.000814,99900,0.104
10.1021/nl8026795,0.00118,121,0.37,Si0.8Ge0.2,"ball milling, hot-pressed nanopowders",polycrystalline,300,2.449,37,270800,4928,1351,169.78,21.222,8,849,0.00124,14600,0.254
10.1021/nl8026795,0.00129,138,0.59,Si0.8Ge0.2,"ball milling, hot-pressed nanopowders",polycrystalline,400,2.52,37,270800,4928,1351,169.78,21.222,8,774,0.00148,19200,0.3
10.1021/nl8026795,0.00179,191,1.44,Si0.8Ge0.2,"ball milling, hot-pressed nanopowders",polycrystalline,700,2.566,37,270800,4928,1351,169.78,21.222,8,560,0.00205,36700,0.372
10.1021/nl8026795,0.00248,232,2.16,Si0.8Ge0.2,"ball milling, hot-pressed nanopowders",polycrystalline,1000,2.555,37,270800,4928,1351,169.78,21.222,8,403,0.00216,53700,0.384
10.1023/A:1018515223271,0.000434,-26,0.05,Ba1Pb1O3,Solid state reaction (under oxygen),polycrystalline,300,3.78,78.5,44820,2535,1822,311.43,15.572,20,2310,0.000156,676,0.446
10.1023/A:1018515223271,0.000462,-24,0.04,Ba0.8Sr0.2Pb1O3,Solid state reaction (under oxygen),polycrystalline,300,2.746,76.52,45940,2579,1839,311.43,15.572,20,2160,0.000129,598,0.577
10.1023/A:1018515223271,0.00131,-42,0.04,Ba0.6Sr0.4Pb1O3,Solid state reaction (under oxygen),polycrystalline,300,2.306,74.53,47120,2625,1856,301.96,15.098,20,766,0.000135,1760,0.243
10.1023/A:1018515223271,0.00413,-83,0.05,Ba0.4Sr0.6Pb1O3,Solid state reaction (under oxygen),polycrystalline,300,2.295,72.54,48360,2674,1874,301.96,15.098,20,242,0.000166,6850,0.077
10.1023/A:1018515223271,0.000509,-32,0.08,Ba1Pb1O3,Solid state reaction (under oxygen),polycrystalline,400,4.156,78.5,44820,2535,1822,311.43,15.572,20,1960,0.000201,1020,0.461
10.1023/A:1018515223271,0.000476,-30,0.08,Ba0.8Sr0.2Pb1O3,Solid state reaction (under oxygen),polycrystalline,400,3.306,76.52,45940,2579,1839,311.43,15.572,20,2100,0.000193,917,0.62
10.1023/A:1018515223271,0.00127,-51,0.08,Ba0.6Sr0.4Pb1O3,Solid state reaction (under oxygen),polycrystalline,400,2.364,74.53,47120,2625,1856,301.96,15.098,20,786,0.000207,2640,0.325
10.1023/A:1018515223271,0.00395,-96,0.09,Ba0.4Sr0.6Pb1O3,Solid state reaction (under oxygen),polycrystalline,400,2.133,72.54,48360,2674,1874,301.96,15.098,20,253,0.000235,9300,0.116
10.1023/A:1018515223271,0.000527,-34,0.15,Ba1Pb1O3,Solid state reaction (under oxygen),polycrystalline,700,5.116,78.5,44820,2535,1822,311.43,15.572,20,1900,0.000215,1130,0.634
10.1023/A:1018515223271,0.000551,-42,0.22,Ba0.8Sr0.2Pb1O3,Solid state reaction (under oxygen),polycrystalline,700,4.029,76.52,45940,2579,1839,311.43,15.572,20,1820,0.000317,1740,0.77
10.1023/A:1018515223271,0.00117,-66,0.26,Ba0.6Sr0.4Pb1O3,Solid state reaction (under oxygen),polycrystalline,700,2.445,74.53,47120,2625,1856,301.96,15.098,20,851,0.000368,4330,0.595
10.1023/A:1018515223271,0.00351,-118,0.28,Ba0.4Sr0.6Pb1O3,Solid state reaction (under oxygen),polycrystalline,700,1.983,72.54,48360,2674,1874,301.96,15.098,20,285,0.000396,13900,0.245
10.1023/A:1018515223271,0.000859,-30,0.11,Ba1Pb1O3,Solid state reaction (under oxygen),polycrystalline,1000,,78.5,44820,2535,1822,311.43,15.572,20,1160,0.000106,910,
10.1023/A:1018515223271,0.000601,-34,0.19,Ba0.8Sr0.2Pb1O3,Solid state reaction (under oxygen),polycrystalline,1000,,76.52,45940,2579,1839,311.43,15.572,20,1660,0.000189,1140,
10.1023/A:1018515223271,0.000687,-40,0.23,Ba0.6Sr0.4Pb1O3,Solid state reaction (under oxygen),polycrystalline,1000,,74.53,47120,2625,1856,79.51,15.902,5,1460,0.00023,1580,
10.1023/A:1018515223271,0.000935,-52,0.29,Ba0.4Sr0.6Pb1O3,Solid state reaction (under oxygen),polycrystalline,1000,,72.54,48360,2674,1874,79.51,15.902,5,1070,0.000295,2750,
10.1038/nature09996,0.000369,62,0.32,Na0.02Pb1Te1,melted,polycrystalline,300,3.996,165.97,380700000,2781,2979,269.84,33.73,8,2710,0.00106,3890,0.497
10.1038/nature09996,0.000413,51,0.19,Na0.02Pb1Te0.85Se0.15,melted,polycrystalline,300,3.014,162.36,331500000,2754,2827,269.84,33.73,8,2420,0.000628,2600,0.588
10.1038/nature09996,0.000512,59,0.2,Na0.02Pb1Te0.75Se0.25,melted,polycrystalline,300,2.696,159.95,297500000,2736,2721,269.84,33.73,8,1950,0.000675,3460,0.53
10.1038/nature09996,0.000569,105,0.77,Na0.02Pb1Te1,melted,polycrystalline,400,2.675,165.97,380700000,2781,2979,269.84,33.73,8,1760,0.00194,11000,0.641
10.1038/nature09996,0.000619,98,0.62,Na0.02Pb1Te0.85Se0.15,melted,polycrystalline,400,2.218,162.36,331500000,2754,2827,269.84,33.73,8,1620,0.00156,9670,0.711
10.1038/nature09996,0.000691,90,0.47,Na0.02Pb1Te0.75Se0.25,melted,polycrystalline,400,2.154,159.95,297500000,2736,2721,269.84,33.73,8,1450,0.00117,8060,0.656
10.1038/nature09996,0.00171,213,1.85,Na0.02Pb1Te1,melted,polycrystalline,700,1.393,165.97,380700000,2781,2979,269.84,33.73,8,584,0.00265,45300,0.716
10.1038/nature09996,0.00161,209,1.91,Na0.02Pb1Te0.85Se0.15,melted,polycrystalline,700,1.268,162.36,331500000,2754,2827,269.84,33.73,8,623,0.00272,43700,0.839
10.1038/nature09996,0.00163,205,1.81,Na0.02Pb1Te0.75Se0.25,melted,polycrystalline,700,1.296,159.95,297500000,2736,2721,269.84,33.73,8,612,0.00258,42100,0.807
10.1038/nature09996,0.00205,204,2.03,Na0.02Pb1Te0.85Se0.15,melted,polycrystalline,1000,1.189,162.36,331500000,2754,2827,269.84,33.73,8,487,0.00203,41600,0.999
10.1038/nature09996,0.00198,197,1.96,Na0.02Pb1Te0.75Se0.25,melted,polycrystalline,1000,1.196,159.95,297500000,2736,2721,269.84,33.73,8,504,0.00196,38800,1.029
10.1038/nature11439,0.000679,81,0.29,Pb0.96Sr0.4Te1Na0.2,sparks plasma sintering,polycrystalline,300,2.85,143.03,348500000,2897,2980,269.84,33.73,8,1470,0.000966,6560,0.378
10.1038/nature11439,0.00041,68,0.34,Pb0.98Sr0.2Te1Na0.1,melting,polycrystalline,300,3.065,153.72,364100000,2843,2981,269.84,33.73,8,2440,0.00113,4620,0.583
10.1038/nature11439,0.000417,64,0.29,Pb0.98Te1Na0.2,melting,polycrystalline,300,4.29,153.79,380700000,2761,2963,269.84,33.73,8,2400,0.000983,4100,0.409
10.1038/nature11439,0.000845,128,0.78,Pb0.96Sr0.4Te1Na0.2,sparks plasma sintering,polycrystalline,400,2.126,143.03,348500000,2897,2980,269.84,33.73,8,1180,0.00194,16400,0.544
10.1038/nature11439,0.000707,117,0.77,Pb0.98Sr0.2Te1Na0.1,melting,polycrystalline,400,2.23,153.72,364100000,2843,2981,269.84,33.73,8,1420,0.00194,13700,0.619
10.1038/nature11439,0.000576,105,0.77,Pb0.98Te1Na0.2,melting,polycrystalline,400,3.18,153.79,380700000,2761,2963,269.84,33.73,8,1740,0.00191,11000,0.533
10.1038/nature11439,0.00212,239,1.88,Pb0.96Sr0.4Te1Na0.2,sparks plasma sintering,polycrystalline,700,1.18,143.03,348500000,2897,2980,269.84,33.73,8,471,0.00269,57100,0.682
10.1038/nature11439,0.00301,263,1.61,Pb0.98Sr0.2Te1Na0.1,melting,polycrystalline,700,1.03,153.72,364100000,2843,2981,269.84,33.73,8,332,0.0023,69200,0.551
10.1038/nature11439,0.00225,236,1.73,Pb0.98Te1Na0.2,melting,polycrystalline,700,1.44,153.79,380700000,2761,2963,269.84,33.73,8,444,0.00247,55700,0.527
10.1038/nature11439,0.00315,265,2.23,Pb0.96Sr0.4Te1Na0.2,sparks plasma sintering,polycrystalline,1000,0.98,143.03,348500000,2897,2980,269.84,33.73,8,317,0.00223,70200,0.789
10.1038/nmat3273,0.001,90,0.24,Cu2Se1,"melted, vacuum",polycrystalline,300,0.97,68.68,7674000,1825,1672,184.61,15.384,12,1000,0.00081,8100,0.755
10.1038/nmat3274,0.00161,107,0.28,Cu2Se1,"melted, vacuum",polycrystalline,400,1.04,68.68,7674000,1825,1672,184.61,15.384,12,621,0.000711,11400,0.583
10.1038/nmat3275,0.0042,201,0.67,Cu2Se1,"melted, vacuum",polycrystalline,700,0.915,68.68,7674000,1825,1672,184.61,15.384,12,238,0.000962,40400,0.444
10.1038/nmat3276,0.0078,297,1.13,Cu2Se1,"melted, vacuum",polycrystalline,1000,0.745,68.68,7674000,1825,1672,184.61,15.384,12,128,0.00113,88200,0.42
10.1038/nmat3277,0.000605,62,0.19,Cu1.98Se1,"melted, vacuum",polycrystalline,300,1.25,68.72,7721000,1826,1673,184.61,15.384,12,1650,0.000644,3890,0.968
10.1038/nmat3278,0.000719,64,0.23,Cu1.98Se1,"melted, vacuum",polycrystalline,400,1.73,68.72,7721000,1826,1673,184.61,15.384,12,1390,0.000573,4120,0.785
10.1038/nmat3279,0.00151,129,0.77,Cu1.98Se1,"melted, vacuum",polycrystalline,700,1.45,68.72,7721000,1826,1673,184.61,15.384,12,662,0.0011,16600,0.78
10.1038/nmat3280,0.00325,202,1.25,Cu1.98Se1,"melted, vacuum",polycrystalline,1000,1.015,68.72,7721000,1826,1673,184.61,15.384,12,308,0.00125,40600,0.74
10.1039/A602506D,0.26,-301,0.01,Zn1O1,"solid state reaction, air",polycrystalline,300,48.7,40.69,10780,1363,1621,47.62,11.905,4,0.059,3.49E-05,90600,8.89E-07
10.1039/A602506D,0.00562,-154,0.13,Zn0.995Al0.005O1,"solid state reaction, air",polycrystalline,300,44.495,40.59,10760,1362,1619,47.62,11.905,4,155,0.000422,23700,0.00254
10.1039/A602506D,0.00275,-179,0.35,Zn0.99Al0.01O1,"solid state reaction, air",polycrystalline,300,44.495,40.5,10730,1362,1616,47.62,11.905,4,312,0.00116,32000,0.00513
10.1039/A602506D,0.0012,-138,0.47,Zn0.98Al0.02O1,"solid state reaction, air",polycrystalline,300,40.29,40.31,10670,1361,1612,47.62,11.905,4,779,0.00158,19000,0.014
10.1039/A602506D,0.00132,-175,0.7,Zn0.95Al0.05O1,"solid state reaction, air",polycrystalline,300,34.5,39.73,10490,1358,1599,47.62,11.905,4,690,0.00232,30600,0.015
10.1039/A602506D,0.389,-294,0.00888,Zn1O1,"solid state reaction, air",polycrystalline,400,33.22,40.69,10780,1363,1621,47.62,11.905,4,0.25,2.22E-05,86400,7.33E-06
10.1039/A602506D,0.00617,-191,0.24,Zn0.995Al0.005O1,"solid state reaction, air",polycrystalline,400,30.21,40.59,10760,1362,1619,47.62,11.905,4,149,0.000589,36300,0.0048
10.1039/A602506D,0.00339,-204,0.49,Zn0.99Al0.01O1,"solid state reaction, air",polycrystalline,400,30.21,40.5,10730,1362,1616,47.62,11.905,4,254,0.00123,41600,0.00819
10.1039/A602506D,0.00129,-148,0.68,Zn0.98Al0.02O1,"solid state reaction, air",polycrystalline,400,27.2,40.31,10670,1361,1612,47.62,11.905,4,704,0.00169,21800,0.025
10.1039/A602506D,0.00155,-174,0.78,Zn0.95Al0.05O1,"solid state reaction, air",polycrystalline,400,20.25,39.73,10490,1358,1599,47.62,11.905,4,569,0.00195,30200,0.027
10.1039/A602506D,1.786,-330,0.00426,Zn1O1,"solid state reaction, air",polycrystalline,700,14.65,40.69,10780,1363,1621,47.62,11.905,4,9.345,6.09E-06,109000,0.00109
10.1039/A602506D,0.00912,-166,0.21,Zn0.995Al0.005O1,"solid state reaction, air",polycrystalline,700,13.525,40.59,10760,1362,1619,47.62,11.905,4,94.9,0.000303,27600,0.012
10.1039/A602506D,0.00398,-182,0.58,Zn0.99Al0.01O1,"solid state reaction, air",polycrystalline,700,13.525,40.5,10730,1362,1616,47.62,11.905,4,200,0.000834,33200,0.025
10.1039/A602506D,0.00148,-171,1.39,Zn0.98Al0.02O1,"solid state reaction, air",polycrystalline,700,12.4,40.31,10670,1361,1612,47.62,11.905,4,548,0.00199,29400,0.075
10.1039/A602506D,0.00209,-196,1.28,Zn0.95Al0.05O1,"solid state reaction, air",polycrystalline,700,14.3,39.73,10490,1358,1599,47.62,11.905,4,450,0.00183,38300,0.054
10.1039/A602506D,2.97,-437,0.00643,Zn1O1,"solid state reaction, air",polycrystalline,1000,8.58,40.69,10780,1363,1621,47.62,11.905,4,21,6.43E-06,191000,0.00598
10.1039/A602506D,0.00871,-232,0.62,Zn0.995Al0.005O1,"solid state reaction, air",polycrystalline,1000,8.25,40.59,10760,1362,1619,47.62,11.905,4,99.6,0.000616,53600,0.029
10.1039/A602506D,0.00457,-167,0.61,Zn0.99Al0.01O1,"solid state reaction, air",polycrystalline,1000,8.25,40.5,10730,1362,1616,47.62,11.905,4,186,0.000611,27900,0.055
10.1039/A602506D,0.00182,-175,1.68,Zn0.98Al0.02O1,"solid state reaction, air",polycrystalline,1000,7.92,40.31,10670,1361,1612,47.62,11.905,4,444,0.00168,30600,0.137
10.1039/A602506D,0.00282,-200,1.42,Zn0.95Al0.05O1,"solid state reaction, air",polycrystalline,1000,6.23,39.73,10490,1358,1599,47.62,11.905,4,332,0.00142,40000,0.13
10.1039/c0ee00517g,1.199,165,0.000681,Ca3Al1Sb3,"solid state reaction, Ar",polycrystalline,300,1.45,73.21,3564000,6623,2841,822.88,29.389,28,0.834,2.27E-06,27200,0.000421
10.1039/c0ee00517g,0.098,90,0.00248,Ca2.97Na0.03Al1Sb3,"solid state reaction, Ar",polycrystalline,300,1.67,73.14,3567000,6622,2841,822.88,29.389,28,10.2,8.26E-06,8100,0.00447
10.1039/c0ee00517g,0.059,82,0.00338,Ca2.94Na0.06Al1Sb3,"solid state reaction, Ar",polycrystalline,300,1.65,73.07,3571000,6621,2841,822.88,29.389,28,17,1.13E-05,6640,0.00753
10.1039/c0ee00517g,0.028,113,0.01,Ca2.85Na0.15Al1Sb3,"solid state reaction, Ar",polycrystalline,300,1.59,72.85,3582000,6618,2841,822.88,29.389,28,36.4,4.61E-05,12700,0.017
10.1039/c0ee00517g,0.538,316,0.00743,Ca3Al1Sb3,"solid state reaction, Ar",polycrystalline,400,1.1,73.21,3564000,6623,2841,822.88,29.389,28,1.86,1.86E-05,99800,0.00165
10.1039/c0ee00517g,0.046,165,0.02,Ca2.97Na0.03Al1Sb3,"solid state reaction, Ar",polycrystalline,400,1.24,73.14,3567000,6622,2841,822.88,29.389,28,21.7,5.89E-05,27200,0.017
10.1039/c0ee00517g,0.034,150,0.03,Ca2.94Na0.06Al1Sb3,"solid state reaction, Ar",polycrystalline,400,1.27,73.07,3571000,6621,2841,822.88,29.389,28,29.7,6.68E-05,22500,0.023
10.1039/c0ee00517g,0.019,152,0.05,Ca2.85Na0.15Al1Sb3,"solid state reaction, Ar",polycrystalline,400,1.24,72.85,3582000,6618,2841,822.88,29.389,28,53.5,0.000124,23100,0.042
10.1039/c0ee00517g,0.249,412,0.05,Ca3Al1Sb3,"solid state reaction, Ar",polycrystalline,700,0.745,73.21,3564000,6623,2841,822.88,29.389,28,4.023,6.82E-05,170000,0.00922
10.1039/c0ee00517g,0.017,248,0.25,Ca2.97Na0.03Al1Sb3,"solid state reaction, Ar",polycrystalline,700,0.84,73.14,3567000,6622,2841,822.88,29.389,28,58.1,0.000358,61500,0.118
10.1039/c0ee00517g,0.014,233,0.28,Ca2.94Na0.06Al1Sb3,"solid state reaction, Ar",polycrystalline,700,0.86,73.07,3571000,6621,2841,822.88,29.389,28,72.5,0.000393,54300,0.144
10.1039/c0ee00517g,0.012,215,0.27,Ca2.85Na0.15Al1Sb3,"solid state reaction, Ar",polycrystalline,700,0.84,72.85,3582000,6618,2841,822.88,29.389,28,82,0.000379,46200,0.167
10.1039/c0ee00517g,0.113,265,0.06,Ca3Al1Sb3,"solid state reaction, Ar",polycrystalline,1000,0.692,73.21,3564000,6623,2841,822.88,29.389,28,8.873,6.25E-05,70400,0.031
10.1039/c0ee00517g,0.017,288,0.48,Ca2.97Na0.03Al1Sb3,"solid state reaction, Ar",polycrystalline,1000,0.67,73.14,3567000,6622,2841,822.88,29.389,28,58.1,0.000481,82700,0.212
10.1039/c0ee00517g,0.013,262,0.51,Ca2.94Na0.06Al1Sb3,"solid state reaction, Ar",polycrystalline,1000,0.698,73.07,3571000,6621,2841,822.88,29.389,28,74.6,0.000512,68600,0.261
10.1039/c0ee00517g,0.012,243,0.47,Ca2.85Na0.15Al1Sb3,"solid state reaction, Ar",polycrystalline,1000,0.68,72.85,3582000,6618,2841,822.88,29.389,28,80,0.000472,59000,0.287
10.1039/c0jm02011g,0.00231,122,0.19,Zn4Sb3,"solid state reaction, Ar",polycrystalline,300,0.77,89.54,2919000,5264,2783,1610.64,25.566,63,433,0.000646,14900,0.412
10.1039/c0jm02011g,0.00213,127,0.23,Zn4Sb3,"solid state reaction, Ar",polycrystalline,300,0.76,89.54,2919000,5264,2783,1610.64,25.566,63,470,0.000757,16100,0.453
10.1039/c0jm02011g,0.00217,136,0.25,Zn4Sb3,"solid state reaction, Ar",polycrystalline,300,0.783,89.54,2919000,5264,2783,1610.64,25.566,63,460,0.00085,18500,0.43
10.1039/c0jm02011g,0.00267,148,0.33,Zn4Sb3,"solid state reaction, Ar",polycrystalline,400,0.74,89.54,2919000,5264,2783,1610.64,25.566,63,375,0.000824,22000,0.494
10.1039/c0jm02011g,0.00247,155,0.39,Zn4Sb3,"solid state reaction, Ar",polycrystalline,400,0.743,89.54,2919000,5264,2783,1610.64,25.566,63,405,0.000975,24100,0.533
10.1039/c0jm02011g,0.00251,161,0.41,Zn4Sb3,"solid state reaction, Ar",polycrystalline,400,0.75,89.54,2919000,5264,2783,1610.64,25.566,63,399,0.00103,25900,0.519
10.1039/c0jm02011g,0.00335,185,0.71,Zn4Sb3,"solid state reaction, Ar",polycrystalline,700,0.74,89.54,2919000,5264,2783,1610.64,25.566,63,298,0.00102,34100,0.688
10.1039/c0jm02011g,0.00317,188,0.78,Zn4Sb3,"solid state reaction, Ar",polycrystalline,700,0.743,89.54,2919000,5264,2783,1610.64,25.566,63,316,0.00112,35500,0.726
10.1039/c0jm02011g,0.00329,192,0.78,Zn4Sb3,"solid state reaction, Ar",polycrystalline,700,0.75,89.54,2919000,5264,2783,1610.64,25.566,63,304,0.00112,36800,0.692
10.1039/C1JM10827A,0.00145,-151,0.47,Mg2Si0.999Bi0.001,"mechanochemical, Ar",polycrystalline,300,8.52,25.63,159900,5058,697.4,258.55,21.546,12,692,0.00158,22800,0.059
10.1039/C1JM10827A,0.00082,-107,0.42,Mg2Si0.9985Bi0.0015,"mechanochemical, Ar",polycrystalline,300,7.08,25.66,239600,5058,704.6,258.55,21.546,12,1220,0.0014,11400,0.126
10.1039/C1JM10827A,0.000488,-77,0.36,Mg2Si0.997Bi0.003,"mechanochemical, Ar",polycrystalline,300,6.16,25.75,477500,5060,725.9,258.55,21.546,12,2050,0.0012,5870,0.244
10.1039/C1JM10827A,0.000369,-68,0.37,Mg2Si0.995Bi0.005,"mechanochemical, Ar",polycrystalline,300,6.55,25.87,792100,5061,754,258.55,21.546,12,2710,0.00124,4580,0.303
10.1039/C1JM10827A,0.00033,-61,0.34,Mg2Si0.994Bi0.006,"mechanochemical, Ar",polycrystalline,300,6.55,25.93,948300,5062,768,258.55,21.546,12,3030,0.00113,3720,0.339
10.1039/C1JM10827A,0.00171,-164,0.63,Mg2Si0.999Bi0.001,"mechanochemical, Ar",polycrystalline,400,5.7,25.63,159900,5058,697.4,258.55,21.546,12,586,0.00158,27000,0.1
10.1039/C1JM10827A,0.000902,-149,0.98,Mg2Si0.9985Bi0.0015,"mechanochemical, Ar",polycrystalline,400,5.07,25.66,239600,5058,704.6,258.55,21.546,12,1110,0.00246,22200,0.213
10.1039/C1JM10827A,0.000541,-101,0.75,Mg2Si0.997Bi0.003,"mechanochemical, Ar",polycrystalline,400,4.76,25.75,477500,5060,725.9,258.55,21.546,12,1850,0.00189,10200,0.379
10.1039/C1JM10827A,0.000396,-84,0.7,Mg2Si0.995Bi0.005,"mechanochemical, Ar",polycrystalline,400,5.41,25.87,792100,5061,754,258.55,21.546,12,2530,0.00176,6970,0.456
10.1039/C1JM10827A,0.000348,-79,0.71,Mg2Si0.993Bi0.007,"mechanochemical, Ar",polycrystalline,400,5.68,25.99,1104000,5063,781.9,258.55,21.546,12,2870,0.00178,6180,0.494
10.1039/C1JM10827A,0.00317,-231,1.18,Mg2Si0.999Bi0.001,"mechanochemical, Ar",polycrystalline,700,3.66,25.63,159900,5058,697.4,258.55,21.546,12,316,0.00168,53400,0.147
10.1039/C1JM10827A,0.00158,-217,2.09,Mg2Si0.9985Bi0.0015,"mechanochemical, Ar",polycrystalline,700,3.29,25.66,239600,5058,704.6,258.55,21.546,12,635,0.00299,47100,0.33
10.1039/C1JM10827A,0.000929,-153,1.76,Mg2Si0.997Bi0.003,"mechanochemical, Ar",polycrystalline,700,3.53,25.75,477500,5060,725.9,258.55,21.546,12,1080,0.00252,23400,0.521
10.1039/C1JM10827A,0.000621,-121,1.66,Mg2Si0.995Bi0.005,"mechanochemical, Ar",polycrystalline,700,4.29,25.87,792100,5061,754,258.55,21.546,12,1610,0.00237,14700,0.641
10.1039/C1JM10827A,0.000569,-125,1.92,Mg2Si0.993Bi0.007,"mechanochemical, Ar",polycrystalline,700,4.4,25.99,1104000,5063,781.9,258.55,21.546,12,1760,0.00275,15600,0.682
10.1039/c2jm16297k,1890,-175,4.87E-07,Li1Mn2O4,Solid state reaction (oxalates),polycrystalline,300,,25.83,2694,1254,1425,555.64,9.922,56,0.00053,1.62E-09,30600,
10.1039/c2jm16297k,85.3,-147,1.01E-05,Li1Mn2O4,Solid state reaction (oxalates),polycrystalline,400,,25.83,2694,1254,1425,555.64,9.922,56,0.012,2.53E-08,21600,
10.1039/c2jm16297k,1.691,-101,0.00042,Li1Mn2O4,Solid state reaction (oxalates),polycrystalline,700,,25.83,2694,1254,1425,555.64,9.922,56,0.591,5.99E-07,10100,
10.1039/c2jm16297k,0.36,-85,0.002,Li1Mn2O4,Solid state reaction (oxalates),polycrystalline,1000,,25.83,2694,1254,1425,555.64,9.922,56,2.781,2.00E-06,7190,
10.1063/1.121747,0.013,-320,0.24,Sr0.145Ga0.302Ge0.553,solid state reaction,polycrystalline,300,0.81,73.93,390200,5146,2085,1233.18,25.691,48,77.5,0.000794,102000,0.07
10.1063/1.121747,0.00262,-154,0.27,Sr0.147Ga0.298Ge0.555,solid state reaction,polycrystalline,300,1.216,73.97,391100,5143,2087,1233.18,25.691,48,382,0.000905,23700,0.23
10.1063/1.121747,0.00194,-128,0.25,Sr0.146Ga0.285Ge0.569,solid state reaction,polycrystalline,300,1.06,74,399800,5141,2086,1233.18,25.691,48,515,0.000845,16400,0.356
10.1063/1.124182,0.0042,219,0.34,Tl2Sn1Te5,melted,polycrystalline,300,5.09,145.68,548000000,4127,5148,1045.95,32.686,32,238,0.00114,48000,0.034
10.1063/1.124182,0.023,285,0.11,Tl2Ge1Te5,melted,polycrystalline,300,9.07,139.93,570500000,4364,5309,2027.01,31.672,64,43.2,0.000351,81200,0.00349
10.1063/1.124182,0.00433,163,0.18,Tl2Sn1Te5,"melted, hotpressed",polycrystalline,300,6.75,145.68,548000000,4127,5148,1045.95,32.686,32,231,0.000614,26600,0.025
10.1063/1.124182,0.00321,145,0.2,Tl2Sn1Te5,flux (TlTe2),single crystal,300,,145.68,548000000,4127,5148,1045.95,32.686,32,312,0.000655,21000,
10.1063/1.1480115,0.011,117,0.04,Ca3Co4O9,"solid state reaction, air",polycrystalline,300,2,31.25,17150,2511,1757,147.11,10.865,13.54,93.7,0.000128,13700,0.034
10.1063/1.1480115,0.00813,117,0.05,Ca2.7Na0.3Co4O9,"solid state reaction, air",polycrystalline,300,2,30.93,17330,2459,1745,147.11,10.865,13.54,123,0.000168,13700,0.045
10.1063/1.1480115,0.01,135,0.05,Ca2.7Bi0.3Co4O9,"solid state reaction, air",polycrystalline,300,2,34.41,6713000,2799,2245,147.11,10.865,13.54,96.6,0.000177,18300,0.035
10.1063/1.1480115,0.00936,132,0.06,Ca2.4Na0.3Bi0.3Co4O9,"solid state reaction, air",polycrystalline,300,2,34.09,6776000,2754,2239,147.11,10.865,13.54,107,0.000186,17400,0.039
10.1063/1.1480115,0.011,121,0.05,Ca3Co4O9,"solid state reaction, air",polycrystalline,400,1.9,31.25,17150,2511,1757,147.11,10.865,13.54,89.1,0.00013,14600,0.046
10.1063/1.1480115,0.00529,126,0.12,Ca2.7Na0.3Co4O9,"solid state reaction, air",polycrystalline,400,1.9,30.93,17330,2459,1745,147.11,10.865,13.54,189,0.000298,15800,0.097
10.1063/1.1480115,0.01,141,0.08,Ca2.7Bi0.3Co4O9,"solid state reaction, air",polycrystalline,400,1.9,34.41,6713000,2799,2245,147.11,10.865,13.54,98.5,0.000195,19800,0.051
10.1063/1.1480115,0.00922,145,0.09,Ca2.4Na0.3Bi0.3Co4O9,"solid state reaction, air",polycrystalline,400,1.9,34.09,6776000,2754,2239,147.11,10.865,13.54,108,0.000227,20900,0.056
10.1063/1.1480115,0.0099,147,0.15,Ca3Co4O9,"solid state reaction, air",polycrystalline,700,1.8,31.25,17150,2511,1757,147.11,10.865,13.54,101,0.000218,21600,0.096
10.1063/1.1480115,0.00801,154,0.21,Ca2.7Na0.3Co4O9,"solid state reaction, air",polycrystalline,700,2,30.93,17330,2459,1745,147.11,10.865,13.54,125,0.000295,23600,0.107
10.1063/1.1480115,0.0091,169,0.22,Ca2.7Bi0.3Co4O9,"solid state reaction, air",polycrystalline,700,2,34.41,6713000,2799,2245,147.11,10.865,13.54,110,0.000314,28600,0.094
10.1063/1.1480115,0.0085,173,0.25,Ca2.4Na0.3Bi0.3Co4O9,"solid state reaction, air",polycrystalline,700,1.8,34.09,6776000,2754,2239,147.11,10.865,13.54,118,0.000352,29900,0.112
10.1063/1.1480115,0.00897,177,0.35,Ca3Co4O9,"solid state reaction, air",polycrystalline,1000,1.75,31.25,17150,2511,1757,147.11,10.865,13.54,112,0.000349,31300,0.155
