doi,compound name,formula,group,organic,inorganic,iupac,dimensionality,sample type,code,level of theory,Exchange-correlation functional,k-point grid,level of relativity,basis set definition,numerical accuracy,synthesis starting materials,synthesis product,synthesis description,experimental method,experimental description
10.1002/adma.202005868,bis[S-(−)-1-(1-naphthyl)ethylammonium] lead bromide,S-[C10H7CH(CH3)NH3]2PbBr4,"S-NPB, bis[S-(−)-1-(1-naphthyl)ethylammonium] tetrabromoplumbate(II), (S-NEA)2PbBr4",C12NH14,"PbBr4, Lead bromide",bis(S-(−)-1-(1-naphthyl)ethylammonium) lead (II) bromide,2,unknown,,,,,,,,"(S)-(−)-1-(1-naphthyl)ethylamine (>99%, Sigma Aldrich), lead bromide (PbBr2, 99.99%, TCI chemicals) , and hydrobromic acid (HBr) (48 wt% in H2O, >99.99%, Sigma Aldrich)",[S-(−)-1-(1-naphthyl)ethylammonium]2PbBr4,"To grow S-NPB perovskite crystals, stoichiometric amounts of PbBr2 (90  mg, 0.24  mmol) and (S)-(−)-1-
(1-naphthyl)ethylamine (78 µL, 0.48  mmol) were dissolved in aq. HBr (1.0 mL) and deionized water (2.4 mL) in a sealed vial at 95 °C. The hot solution was slowly cooled to room temperature (21  °C) over a period of 24 h in a water bath, resulting in the formation of colorless plate-like S-NPB single crystals.",Thermogravimetric Analysis,Thermogravimetric Analysis: TGA measurements were performed on a TA Q50 instrument using a 5 °C min−1 ramping rate from 25 to 300 °C under nitrogen gas flow (40 mL min−1) with samples (≈4.5 mg) of single crystals of S-NPB and rac-NPB perovskite. Glassy S-NPB perovskite sample (3.9 mg) for TGA measurement was prepared by scratching off the melt-quenched glass prepared on soda lime glass substrates.
10.1002/adma.202005868,1-(1-naphthyl)ethylammonium lead bromide,C24H28N2PbBr4,"NEA2PbBr4, 1-1-NEA2PbBr4, racemic-NEA2PbBr4, 1-(1-naphthyl)ethylammonium tetrabromoplumbate(II)",C12H14N,"PbBr4, Lead bromide",1-(1-naphthyl)ethanaminium lead (II) bromide,2,bulk polycrystalline,,,,,,,,"1-(1-naphthyl) ethylamine (98%, Sigma Aldrich),  lead bromide (PbBr2, 99.99%, TCI chemicals) and hydrobromic acid (HBr) (48 wt% in H2O, >99.99%, Sigma Aldrich)",1-(1-naphthyl)ethylammonium]2PbBr4,"To grow rac-NPB perovskite crystals,
stoichiometric amounts of PbBr2 (90 mg, 0.24 mmol) and 1-(1-naphthyl)
ethylamine (78 µL, 0.48 mmol) were dissolved in aq. HBr (1.0 mL) and
methanol (2.4 mL) in a sealed vial at 95 °C. The hot solution was slowly
cooled to room temperature (21  °C) over a period of 24 h in a water
bath, resulting in the formation of layered flakes of transparent rac-NPB
single crystals.",Differential Scanning Calorimetry,"Differential Scanning Calorimetry: DSC measurements were performed
using a TA Discovery DSC instrument using various ramping rates and
temperature ranges (as described in the main text) using a hermetically
sealed aluminum pan and lid. Prior to experiments, the DSC setup was
calibrated with metallic indium (melting temperature: 156.6 °C; enthalpy
of melting: 28.71 J g−1
), which upon repeating the experiment showed
an acceptable temperature offset of 0.2  °C and melting enthalpy offset
of 0.04%. Calibration and the above measurement were carried out at a
ramp rate of 5 °C min−1
. DSC analyses of crystalline S-NPB and rac-NPB
perovskites were carried out by hermetically sealing corresponding
crystals (≈5.0 mg) in aluminum pan/lid, and ramping temperature from
25 to 250  °C at a ramp rate of 5  °C min−1."
10.1002/adma.202005868,1-(1-naphthyl)ethylammonium lead bromide,C24H28N2PbBr4,"NEA2PbBr4, 1-1-NEA2PbBr4, racemic-NEA2PbBr4, 1-(1-naphthyl)ethylammonium tetrabromoplumbate(II)",C12H14N,"PbBr4, Lead bromide",1-(1-naphthyl)ethanaminium lead (II) bromide,2,bulk polycrystalline,,,,,,,,"1-(1-naphthyl) ethylamine (98%, Sigma Aldrich),  lead bromide (PbBr2, 99.99%, TCI chemicals) and hydrobromic acid (HBr) (48 wt% in H2O, >99.99%, Sigma Aldrich)",1-(1-naphthyl)ethylammonium]2PbBr4,"To grow rac-NPB perovskite crystals,
stoichiometric amounts of PbBr2 (90 mg, 0.24 mmol) and 1-(1-naphthyl)
ethylamine (78 µL, 0.48 mmol) were dissolved in aq. HBr (1.0 mL) and
methanol (2.4 mL) in a sealed vial at 95 °C. The hot solution was slowly
cooled to room temperature (21  °C) over a period of 24 h in a water
bath, resulting in the formation of layered flakes of transparent rac-NPB
single crystals.",Thermogravimetric Analysis,Thermogravimetric Analysis: TGA measurements were performed on a TA Q50 instrument using a 5 °C min−1 ramping rate from 25 to 300 °C under nitrogen gas flow (40 mL min−1) with samples (≈4.5 mg) of single crystals of S-NPB and rac-NPB perovskite.
10.1002/anie.201309786,Bis(3-butylidyne-1-ammonium) lead bromide,C8H16N2PbBr4,"(BYA)2[PbBr4], C8H16Br4N2Pb, bis(3-butylidyne-1-aminium) tetrabromoplumbate(II)",C4H8N,"PbBr4, Lead bromide",bis(3-butylidyne-1-aminium) lead (II) bromide,2,unknown,,,,,,,,,,,,
10.1002/anie.201309786,"Bis(1,2-diiodo-but-1-en-4-ammonium) lead bromide",C8H16I4N2PbBr4,"(BYA-I2)2[PbBr4], C8H16Br4I4N2Pb, bis(1,2-diiodo-but-1-en-4-aminium) tetrabromoplumbate(II)",C4H8I2N,"PbBr4, Lead bromide","bis(1,2-diiodo-but-1-en-4-aminium) lead (II) bromide",2,unknown,,,,,,,,,,,,
10.1002/anie.201309786,Bis(but-3-en-1-ammonium) lead bromide,C8H20N2PbBr4,"(BEA)2[PbBr4], C8H20Br4N2Pb, bis(but-3-en-1-aminium) tetrabromoplumbate(II)",C4H10N,"PbBr4, Lead bromide",bis(but-3-en-1-aminium) lead (II) bromide,2,single crystal,,,,,,,,,,,,
10.1002/anie.201309786,Bis(3-butylidyne-1-ammonium) lead bromide,C8H16N2PbBr4,"(BYA)2[PbBr4], C8H16Br4N2Pb, bis(3-butylidyne-1-aminium) tetrabromoplumbate(II)",C4H8N,"PbBr4, Lead bromide",bis(3-butylidyne-1-aminium) lead (II) bromide,2,single crystal,,,,,,,,"(BYA)Cl (but-3-yn-1-ammonium chloride), methanol, PbBr2, 9-M HBr",colorless crystals,"First, 3 mL of (BYA)Cl (0.200 g, 1.89 mmol) in methanol was added to a 3-mL solution of PbBr2 (0.340 g, 0.93 mmol) in 9-M HBr at a temperature of -10ºC. The solution was stirred continuously during this process. After 15 minutes, a colorless precipitate formed and was filtered at -10º C via a glass frit and washed with cold diethyl ether.  Afterward, the colorless crystalline solid was held at reduced pressure for an hour and therefore produced 0.536 g of product. To obtain crystals appropriate for single-crystal X-ray diffraction, slow evaporation of the concentrated solution in a 1:1 methanol: HBr (9-M) was performed.",Single-crystal X-Ray Diffraction,The data were collected using a Bruker D8 Venture diffractometer with a Photon 100 CMOS detector and Mo Kα (λ = 0.71073 Å) radiation. Data were corrected via the SAINT 8.27b and SADABS V2012 packages. Structures were solved via direct methods and via SHELXS-97.
10.1002/anie.201309786,"Bis(1,2-diiodo-but-1-en-4-ammonium) lead bromide",C8H16I4N2PbBr4,"(BYA-I2)2[PbBr4], C8H16Br4I4N2Pb, bis(1,2-diiodo-but-1-en-4-aminium) tetrabromoplumbate(II)",C4H8I2N,"PbBr4, Lead bromide","bis(1,2-diiodo-but-1-en-4-aminium) lead (II) bromide",2,single crystal,,,,,,,,"(BYA)Cl (but-3-yn-1-ammonium chloride), methanol, PbBr2, 9-M HBr, I2 crystals",colorless crystals,"First, 3 mL of (BYA)Cl (0.200 g, 1.89 mmol) in methanol was added to a 3-mL solution of PbBr2 (0.340 g, 0.93 mmol) in 9-M HBr at a temperature of -10ºC. The solution was stirred continuously during this process. After 15 minutes, a colorless precipitate formed and was filtered at -10º C via a glass frit and washed with cold diethyl ether. Afterward, the colorless crystalline solid was held at reduced pressure for an hour and therefore produced 0.536 g of product. 0.1 mmol of the obtained crystals were kept in a sealed darkened glass jar with 1.5 – 2.0 g of iodine crystals. The crystals were kept at reduced pressure for 30 mins to remove the surface-adsorbed iodine.",Single-crystal X-Ray Diffraction,The data were collected using a Bruker D8 Venture diffractometer with a Photon 100 CMOS detector and Mo Kα (λ = 0.71073 Å) radiation. Data were corrected via the SAINT 8.27b and SADABS V2012 packages. Structures were solved via direct methods and via SHELXS-97.
10.1002/anie.201309786,Bis(but-3-en-1-ammonium) lead bromide,C8H20N2PbBr4,"(BEA)2[PbBr4], C8H20Br4N2Pb, bis(but-3-en-1-aminium) tetrabromoplumbate(II)",C4H10N,"PbBr4, Lead bromide",bis(but-3-en-1-aminium) lead (II) bromide,2,single crystal,,,,,,,,"(BEA)Cl (but-3-en-1-ammonium chloride), methanol, PbBr2, 9-M HBr",colorless crystals,"First, 3 mL of (BEA)Cl (0.200 g, 1.86 mmol) in methanol was added to a 3-mL solution of PbBr2 (0.330 g, 0.90 mmol) in 9-M HBr at a temperature of -10ºC. The solution was stirred continuously during this process. After 15 minutes, a colorless precipitate formed and was filtered via a glass frit and washed with diethyl ether. This process was also executed at -10º C. Afterward, a colorless crystalline solid was held at reduced pressure for an hour and therefore produced 0.425 g of product. To obtain crystals appropriate for single-crystal X-ray diffraction, acetone was slowly diffused into a concentrated solution of the product in 9-M HBr.",Single-crystal X-Ray Diffraction,The data were collected using a Bruker D8 Venture diffractometer with a Photon 100 CMOS detector and Mo Kα (λ = 0.71073 Å) radiation. Data were corrected via the SAINT 8.27b and SADABS V2012 packages. Structures were solved via direct methods and via SHELXS-97.
10.1002/anie.201406466,bis(phenylethylammonium) bis(methylammonium) lead iodide,C18H36N4Pb3I10,"(C6H5(CH2)2NH3)2(CH3NH3)2Pb3I10, (PEA)2(MA)2Pb3I10, bis(2-phenylethanaminium) bismethanaminium decaiodo triplumbate(II) ","C8H12N, CH6N","Pb3I10, Lead iodide",bis(2-phenylethanaminium) bismethanaminium lead (II) iodide,2,single crystal,,,,,,,,"lead iodide (PbI2), phenyl ethyl ammonium iodide (PEAI; synthesized from phenyl ethyl amine and HI), methylammonium iodide (MAI; synthesized from methylamine and HI), sodium iodide (NaI), acetone, nitromethane",dark red plate-like (PEA)2(MA)2[Pb3I10] crystals,"(PEA)I (3.60 mg, 0.0145 mmol), (MA)I (2.30 mg, 0.0145 mmol), and PbI2 (10.0 mg, 0.0217 mmol) were dissolved in a mixture of acetone (10 mL) and nitromethane (5 mL). NaI (6.50 mg, 0.0434 mmol) was added to this solution. The solvent was slowly evaporated for over 6 days to obtain the crystals.",Single-crystal X- ray Diffraction,Bruker D8 Venture diffractometer equipped with a Photon 100 CMOS detector and with monochromated Mo Kα (λ = 0.71073 Å) radiation.
10.1002/anie.201506449,bis(methylammonium) lead thiocyanate iodide,C4H12N4S2PbI2,"bis(methanaminium) di-S-thiocyanato di-iodoplumbate(II), (MA)2Pb(SCN)2I2, (CH3NH3)2Pb(SCN)2I2",CNH6,"Pb(SCN)2I2, Lead thiocyanate iodide",bis(methanaminium) lead (II) thiocyanate iodide,2,single crystal,,,,,,,,"Pb(SCN)2 (synthesized), methylammonium iodide (MAI, synthesized)",Dark red (or black) plate-like crystals,"0.20 g Pb(SCN)2 and 0.15 g MAI were dissolved in 0.6 mL DMF and heated under stirring to 60 degrees C. Upon cooling and evaporation of DMF, the crystals precipitated from the solution.",Single crystal X-ray diffraction,Data was collected using Bruker APEX II with CCD and micro-source and using Mo Kα radiation (= 0.71073 Å).
10.1002/anie.201806452,Cesium tin bromide (0D),Cs4SnBr6,tetracesium hexabromostannate(II),None,"SnBr6, Tin bromide",,0,single crystal,,,,,,,,"Cesium bromide (CsBr, 99%, Alfa Aesar), tin (II) bromide (SnBr2, 99.2%, Alfa Aesar)",Colorless crystals,"Mix CsBr and SnBr2 in a 4.5:1 molar ratio, mortar, and press together into a pellet (> 5 tons of pressure, 12 mm die). Seal pellet under vacuum (10-2 – 10-3 mbar) in a Pyrex tube and heat to 350 °C for 60 hours. Open tube in the glovebox, and repeat the process until the formation of single crystals.",Single-crystal X-ray diffraction,"XtraLAB Synergy, Dualflex, Pilatus 300K diffractometer. PhotonJet (Cu) X-ray source (CuKα, λ=1.54184 Å; micro-focus sealed X-ray tube) and mirror monochromator. Data processed and refined with CrysAlis PRO 1.171.39.31d (Rigaku OD, 2017), SHELXS, XL, and Olex2."
10.1002/anie.201806452,Cesium tin iodide (0D),Cs4SnI6,tetracesium hexaiodostannate(II),None,"SnI6, Tin iodide",,0,single crystal,,,,,,,,"Cesium bromide (CsBr, 99%), tin (II) iodide (SnI2, 99%)",Black crystals,"Mix CsBr and SnI2 in a 4.5:1 molar ratio, mortar, and press together into a pellet (> 5 tons of pressure, 12 mm die). Seal pellet under vacuum (10-2 – 10-3 mbar) in a Pyrex tube and heat to 350 °C for 60 hours. Open tube in the glovebox, and repeat the process until the formation of single crystals.",Single-crystal X-ray diffraction,"XtraLAB Synergy, Dualflex, Pilatus 300K diffractometer. PhotonJet (Cu) X-ray source (CuKα, λ=1.54184 Å; micro-focus sealed X-ray tube) and mirror monochromator. Data processed and refined with CrysAlis PRO 1.171.39.31d (Rigaku OD, 2017), SHELXS, XL, and Olex2."
10.1002/anie.201806452,Cesium tin iodide (0D),Cs4SnI6,tetracesium hexaiodostannate(II),None,"SnI6, Tin iodide",,0,single crystal,,,,,,,,"Cesium bromide (CsBr, 99%), tin (II) iodide (SnI2, 99%)",Black crystals,"Mix CsBr and SnI2 in a 4.5:1 molar ratio, mortar, and press together into a pellet (> 5 tons of pressure, 12 mm die). Seal pellet under vacuum (10-2 – 10-3 mbar) in a Pyrex tube and heat to 350 °C for 60 hours. Open tube in the glovebox, and repeat the process until the formation of single crystals.",Single-crystal X-ray diffraction,"XtraLAB Synergy, Dualflex, Pilatus 300K diffractometer. PhotonJet (Cu) X-ray source (CuKα, λ=1.54184 Å; micro-focus sealed X-ray tube) and mirror monochromator. Data processed and refined with CrysAlis PRO 1.171.39.31d (Rigaku OD, 2017), SHELXS, XL, and Olex2."
10.1002/anie.201807421,Cesium silver thallium chloride,Cs2AgTlCl6,Dicesium trichloroargentate(I) trichlorothalliate(III),None,Cs2AgTlCl6,,3,single crystal,,,,,,,,"Solid CsCl, AgCl, Tl2O3, HCl, H2O","dark red, truncated octahedral crystals","First, solid CsCl (101 mg, 0.600 mmol), AgCl (21 mg, 0.15 mmol), and Tl2O3 (34 mg, 0.075 mmol) were mixed in a 20 mL glass with 8 mL of H2O and 8 mL of HCl (12M). This resulted in a colorless, 6M HCl solution. The vial was sealed with a polystyrene cap, heated to 100ºC for 4-6 hours until AgCl dissolved completely, and then the vial was cooled to room temperature.",single-crystal X-ray diffraction,The frames were recorded using a Bruker D8 Venture diffractometer (with Photon 100 CMOS detector) with Mo Kα radiation (λ = 0.71073 Å). Data frames were then corrected for Lorentz/polarization using SAINT V8.38A and absorption effects using SADABS V2012.
10.1002/anie.201807421,Cesium silver thallium chloride,Cs2AgTlCl6,Dicesium trichloroargentate(I) trichlorothalliate(III),None,Cs2AgTlCl6,,3,bulk polycrystalline,,,,,,,,"Solid CsCl, AgCl, Tl2O3, HCl, H2O","dark red, truncated octahedral crystals","First, solid CsCl (101 mg, 0.600 mmol), AgCl (21 mg, 0.15 mmol), and Tl2O3 (34 mg, 0.075 mmol) were mixed in a 20 mL glass with 8 mL of H2O and 8 mL of HCl (12M). This resulted in a colorless, 6M HCl solution. The vial was sealed with a polystyrene cap, heated to 100ºC for 4-6 hours until AgCl dissolved completely, and then the vial was cooled to room temperature.",UV-vis absorbance (reflectance mode),The reflectance spectrum was recorded using a Cary 6000i spectrometer. Kubelka-Munk transformation was used to obtain the absorption spectrum. Tauc plot with direct band gap assumption was used for obtaining the band gap.
10.1002/anie.201807421,Cesium silver thallium chloride,Cs2AgTlCl6,Dicesium trichloroargentate(I) trichlorothalliate(III),None,Cs2AgTlCl6,,3,single crystal,VASP,DFT + one-shot GW,G0W0@HSE06,2x2x2,,PAW,,,,,,
10.1002/anie.201807421,Cesium silver thallium bromide,Cs2AgTlBr6,Dicesium tribromoargentate(I) tribromothalliate(III),None,Cs2AgTlBr6,,3,single crystal,,,,,,,,"Solid CsBr, AgBr, Tl2O3, HBr","Black, truncated octahedral crystals","First, solid CsBr(533 mg, 2.50 mmol), AgBr (940 mg, 5.01 mmol), and Tl2O3 (285 mg, 0.625 mmol) were mixed with 20 mL of HBr (8.9M). The vial was sealed with a polystyrene cap, heated to 100ºC for 2 hours until solids dissolved, resulting in a pale, yellow solution. Then, the vial was cooled to room temperature.",single crystal X-ray diffraction (XRD),The frames were recorded using a Bruker D8 Venture diffractometer (with Photon 100 CMOS detector) with Mo Kα radiation (λ = 0.71073 Å). Data frames were then corrected for Lorentz/polarization using SAINT V8.38A and absorption effects using SADABS V2012.
